,FORMULA,stabilityVec
71,Al0.8 Ar0.2,0.0
71,Al0.7 Ar0.3,0.0
71,Al0.6 Ar0.4,0.0
71,Al0.5 Ar0.5,0.0
71,Al0.4 Ar0.6,0.0
71,Al0.3 Ar0.7,0.0
71,Al0.2 Ar0.8,0.0
71,Al0.1 Ar0.9,0.0
71,Ar1,1.0
72,Al1,1.0
72,Al0.9 B0.1,0.0
72,Al0.8 B0.2,0.0
72,Al0.7 B0.3,1.0
72,Al0.6 B0.4,0.0
72,Al0.5 B0.5,0.0
72,Al0.4 B0.6,0.0
72,Al0.3 B0.7,0.0
72,Al0.2 B0.8,0.0
72,Al0.1 B0.9,0.0
72,B1,1.0
73,Al1,1.0
73,Ba0.1 Al0.9,0.0
73,Ba0.2 Al0.8,0.0
73,Ba0.3 Al0.7,0.0
73,Ba0.4 Al0.6,0.0
73,Ba0.5 Al0.5,0.0
73,Ba0.6 Al0.4,1.0
73,Ba0.7 Al0.3,1.0
73,Ba0.8 Al0.2,1.0
73,Ba0.9 Al0.1,0.0
73,Ba1,1.0
74,Al1,1.0
74,Al0.9 Br0.1,0.0
74,Al0.8 Br0.2,0.0
74,Al0.7 Br0.3,1.0
74,Al0.6 Br0.4,0.0
74,Al0.5 Br0.5,0.0
74,Al0.4 Br0.6,0.0
74,Al0.3 Br0.7,0.0
74,Al0.2 Br0.8,0.0
74,Al0.1 Br0.9,0.0
74,Br1,1.0
75,Al1,1.0
75,Ce0.1 Al0.9,0.0
75,Ce0.2 Al0.8,0.0
75,Ce0.3 Al0.7,0.0
75,Ce0.4 Al0.6,0.0
75,Ce0.5 Al0.5,0.0
75,Ce0.6 Al0.4,0.0
75,Ce0.7 Al0.3,1.0
75,Ce0.8 Al0.2,1.0
75,Ce0.9 Al0.1,0.0
75,Ce1,1.0
76,Al1,1.0
76,Al0.9 Co0.1,0.0
76,Al0.8 Co0.2,0.0
76,Al0.7 Co0.3,0.0
76,Al0.6 Co0.4,0.0
76,Al0.5 Co0.5,1.0
76,Al0.4 Co0.6,0.0
76,Al0.3 Co0.7,1.0
76,Al0.2 Co0.8,1.0
76,Al0.1 Co0.9,0.0
76,Co1,1.0
77,Al1,1.0
77,Al0.9 Cu0.1,0.0
77,Al0.8 Cu0.2,0.0
77,Al0.7 Cu0.3,1.0
77,Al0.6 Cu0.4,0.0
77,Al0.5 Cu0.5,1.0
77,Al0.4 Cu0.6,0.0
77,Al0.3 Cu0.7,1.0
77,Al0.2 Cu0.8,0.0
77,Al0.1 Cu0.9,0.0
77,Cu1,1.0
78,Al1,1.0
78,Dy0.1 Al0.9,0.0
78,Dy0.2 Al0.8,0.0
78,Dy0.3 Al0.7,0.0
78,Dy0.4 Al0.6,0.0
78,Dy0.5 Al0.5,1.0
78,Dy0.6 Al0.4,0.0
78,Dy0.7 Al0.3,1.0
78,Dy0.8 Al0.2,1.0
78,Dy0.9 Al0.1,0.0
78,Dy1,1.0
79,Al1,1.0
79,Al0.9 Fe0.1,0.0
79,Al0.8 Fe0.2,0.0
79,Al0.7 Fe0.3,1.0
79,Al0.6 Fe0.4,0.0
79,Al0.5 Fe0.5,1.0
79,Al0.4 Fe0.6,0.0
79,Al0.3 Fe0.7,0.0
79,Al0.2 Fe0.8,0.0
79,Al0.1 Fe0.9,1.0
79,Fe1,1.0
80,Al1,1.0
80,Al0.9 Mo0.1,0.0
80,Al0.8 Mo0.2,0.0
80,Al0.7 Mo0.3,1.0
80,Al0.6 Mo0.4,0.0
80,Al0.5 Mo0.5,0.0
80,Al0.4 Mo0.6,0.0
80,Al0.3 Mo0.7,1.0
80,Al0.2 Mo0.8,1.0
80,Al0.1 Mo0.9,1.0
80,Mo1,1.0
81,Al1,1.0
81,Al0.9 Pb0.1,0.0
81,Al0.8 Pb0.2,0.0
81,Al0.7 Pb0.3,0.0
81,Al0.6 Pb0.4,0.0
81,Al0.5 Pb0.5,0.0
81,Al0.4 Pb0.6,0.0
81,Al0.3 Pb0.7,0.0
81,Al0.2 Pb0.8,0.0
81,Al0.1 Pb0.9,0.0
81,Pb1,1.0
82,Al1,1.0
82,Al0.9 Pd0.1,0.0
82,Al0.8 Pd0.2,1.0
82,Al0.7 Pd0.3,1.0
82,Al0.6 Pd0.4,0.0
82,Al0.5 Pd0.5,1.0
82,Al0.4 Pd0.6,1.0
82,Al0.3 Pd0.7,1.0
82,Al0.2 Pd0.8,0.0
82,Al0.1 Pd0.9,0.0
82,Pd1,1.0
83,Al1,1.0
83,Pm0.1 Al0.9,0.0
83,Pm0.2 Al0.8,0.0
83,Pm0.3 Al0.7,0.0
83,Pm0.4 Al0.6,0.0
83,Pm0.5 Al0.5,0.0
83,Pm0.6 Al0.4,0.0
83,Pm0.7 Al0.3,0.0
83,Pm0.8 Al0.2,1.0
83,Pm0.9 Al0.1,0.0
83,Pm1,1.0
84,Al1,1.0
84,Al0.9 S0.1,0.0
84,Al0.8 S0.2,0.0
84,Al0.7 S0.3,0.0
84,Al0.6 S0.4,1.0
84,Al0.5 S0.5,0.0
84,Al0.4 S0.6,0.0
84,Al0.3 S0.7,0.0
84,Al0.2 S0.8,0.0
84,Al0.1 S0.9,0.0
84,S1,1.0
85,Al1,1.0
85,Sc0.1 Al0.9,0.0
85,Sc0.2 Al0.8,0.0
85,Sc0.3 Al0.7,1.0
85,Sc0.4 Al0.6,0.0
85,Sc0.5 Al0.5,1.0
85,Sc0.6 Al0.4,0.0
85,Sc0.7 Al0.3,1.0
85,Sc0.8 Al0.2,1.0
85,Sc0.9 Al0.1,0.0
85,Sc1,1.0
86,Al1,1.0
86,Al0.9 Si0.1,0.0
86,Al0.8 Si0.2,0.0
86,Al0.7 Si0.3,0.0
86,Al0.6 Si0.4,0.0
86,Al0.5 Si0.5,0.0
86,Al0.4 Si0.6,0.0
86,Al0.3 Si0.7,0.0
86,Al0.2 Si0.8,0.0
86,Al0.1 Si0.9,0.0
86,Si1,1.0
87,Al1,1.0
87,Al0.9 Sn0.1,0.0
87,Al0.8 Sn0.2,0.0
87,Al0.7 Sn0.3,0.0
87,Al0.6 Sn0.4,0.0
87,Al0.5 Sn0.5,0.0
87,Al0.4 Sn0.6,0.0
87,Al0.3 Sn0.7,0.0
87,Al0.2 Sn0.8,0.0
87,Al0.1 Sn0.9,0.0
87,Sn1,1.0
88,Al1,1.0
88,Tb0.1 Al0.9,0.0
88,Tb0.2 Al0.8,0.0
88,Tb0.3 Al0.7,0.0
88,Tb0.4 Al0.6,0.0
88,Tb0.5 Al0.5,1.0
88,Tb0.6 Al0.4,0.0
88,Tb0.7 Al0.3,1.0
88,Tb0.8 Al0.2,1.0
88,Tb0.9 Al0.1,0.0
88,Tb1,1.0
89,Al1,1.0
89,U0.1 Al0.9,0.0
89,U0.2 Al0.8,0.0
89,U0.3 Al0.7,0.0
89,U0.4 Al0.6,0.0
89,U0.5 Al0.5,0.0
89,U0.6 Al0.4,0.0
89,U0.7 Al0.3,1.0
89,U0.8 Al0.2,0.0
89,U0.9 Al0.1,0.0
89,U1,1.0
90,Al1,1.0
90,Al0.9 W0.1,0.0
90,Al0.8 W0.2,0.0
90,Al0.7 W0.3,0.0
90,Al0.6 W0.4,0.0
90,Al0.5 W0.5,0.0
90,Al0.4 W0.6,0.0
90,Al0.3 W0.7,0.0
90,Al0.2 W0.8,1.0
90,Al0.1 W0.9,1.0
90,W1,1.0
91,Ar1,1.0
91,Ar0.9 Ac0.1,0.0
91,Ar0.8 Ac0.2,0.0
91,Ar0.7 Ac0.3,0.0
91,Ar0.6 Ac0.4,0.0
91,Ar0.5 Ac0.5,0.0
91,Ar0.4 Ac0.6,0.0
91,Ar0.3 Ac0.7,0.0
91,Ar0.2 Ac0.8,0.0
91,Ar0.1 Ac0.9,0.0
91,Ac1,1.0
92,Ar1,1.0
92,Ar0.9 Ag0.1,0.0
92,Ar0.8 Ag0.2,0.0
92,Ar0.7 Ag0.3,0.0
92,Ar0.6 Ag0.4,0.0
92,Ar0.5 Ag0.5,0.0
92,Ar0.4 Ag0.6,0.0
92,Ar0.3 Ag0.7,0.0
92,Ar0.2 Ag0.8,0.0
92,Ar0.1 Ag0.9,0.0
92,Ag1,1.0
93,Ar1,1.0
93,Ar0.9 As0.1,0.0
93,Ar0.8 As0.2,0.0
93,Ar0.7 As0.3,0.0
93,Ar0.6 As0.4,0.0
93,Ar0.5 As0.5,0.0
93,Ar0.4 As0.6,0.0
93,Ar0.3 As0.7,0.0
93,Ar0.2 As0.8,0.0
93,Ar0.1 As0.9,0.0
93,As1,1.0
94,Ar1,1.0
94,Ar0.9 Au0.1,0.0
94,Ar0.8 Au0.2,0.0
94,Ar0.7 Au0.3,0.0
94,Ar0.6 Au0.4,0.0
94,Ar0.5 Au0.5,0.0
94,Ar0.4 Au0.6,0.0
94,Ar0.3 Au0.7,0.0
94,Ar0.2 Au0.8,0.0
94,Ar0.1 Au0.9,0.0
94,Au1,1.0
95,Ar1,1.0
95,Ar0.9 Be0.1,0.0
95,Ar0.8 Be0.2,0.0
95,Ar0.7 Be0.3,0.0
95,Ar0.6 Be0.4,0.0
95,Ar0.5 Be0.5,0.0
95,Ar0.4 Be0.6,0.0
95,Ar0.3 Be0.7,0.0
95,Ar0.2 Be0.8,0.0
95,Ar0.1 Be0.9,0.0
95,Be1,1.0
96,Ar1,1.0
96,Ar0.9 Ca0.1,0.0
96,Ar0.8 Ca0.2,0.0
96,Ar0.7 Ca0.3,0.0
96,Ar0.6 Ca0.4,0.0
96,Ar0.5 Ca0.5,0.0
96,Ar0.4 Ca0.6,0.0
96,Ar0.3 Ca0.7,0.0
96,Ar0.2 Ca0.8,0.0
96,Ar0.1 Ca0.9,0.0
96,Ca1,1.0
97,Ar1,1.0
97,Ar0.9 Cd0.1,0.0
97,Ar0.8 Cd0.2,0.0
97,Ar0.7 Cd0.3,0.0
97,Ar0.6 Cd0.4,0.0
97,Ar0.5 Cd0.5,0.0
97,Ar0.4 Cd0.6,0.0
97,Ar0.3 Cd0.7,0.0
97,Ar0.2 Cd0.8,0.0
97,Ar0.1 Cd0.9,0.0
97,Cd1,1.0
98,Ar1,1.0
98,Ar0.9 Co0.1,0.0
98,Ar0.8 Co0.2,0.0
98,Ar0.7 Co0.3,0.0
98,Ar0.6 Co0.4,0.0
98,Ar0.5 Co0.5,0.0
98,Ar0.4 Co0.6,0.0
98,Ar0.3 Co0.7,0.0
98,Ar0.2 Co0.8,0.0
98,Ar0.1 Co0.9,0.0
98,Co1,1.0
99,Ar1,1.0
99,Ar0.9 Cr0.1,0.0
99,Ar0.8 Cr0.2,0.0
99,Ar0.7 Cr0.3,0.0
99,Ar0.6 Cr0.4,0.0
99,Ar0.5 Cr0.5,0.0
99,Ar0.4 Cr0.6,0.0
99,Ar0.3 Cr0.7,0.0
99,Ar0.2 Cr0.8,0.0
99,Ar0.1 Cr0.9,0.0
99,Cr1,1.0
100,Ar1,1.0
100,Ar0.9 Eu0.1,0.0
100,Ar0.8 Eu0.2,0.0
100,Ar0.7 Eu0.3,0.0
100,Ar0.6 Eu0.4,0.0
100,Ar0.5 Eu0.5,0.0
100,Ar0.4 Eu0.6,0.0
100,Ar0.3 Eu0.7,0.0
100,Ar0.2 Eu0.8,0.0
100,Ar0.1 Eu0.9,0.0
100,Eu1,1.0
101,Ar1,1.0
101,Ar0.9 Ga0.1,0.0
101,Ar0.8 Ga0.2,0.0
101,Ar0.7 Ga0.3,0.0
101,Ar0.6 Ga0.4,0.0
101,Ar0.5 Ga0.5,0.0
101,Ar0.4 Ga0.6,0.0
101,Ar0.3 Ga0.7,0.0
101,Ar0.2 Ga0.8,0.0
101,Ar0.1 Ga0.9,0.0
101,Ga1,1.0
102,Ar1,1.0
102,Ar0.9 Gd0.1,0.0
102,Ar0.8 Gd0.2,0.0
102,Ar0.7 Gd0.3,0.0
102,Ar0.6 Gd0.4,0.0
102,Ar0.5 Gd0.5,0.0
102,Ar0.4 Gd0.6,0.0
102,Ar0.3 Gd0.7,0.0
102,Ar0.2 Gd0.8,0.0
102,Ar0.1 Gd0.9,0.0
102,Gd1,1.0
103,Ar1,1.0
103,Ar0.9 Ge0.1,0.0
103,Ar0.8 Ge0.2,0.0
103,Ar0.7 Ge0.3,0.0
103,Ar0.6 Ge0.4,0.0
103,Ar0.5 Ge0.5,0.0
103,Ar0.4 Ge0.6,0.0
103,Ar0.3 Ge0.7,0.0
103,Ar0.2 Ge0.8,0.0
103,Ar0.1 Ge0.9,0.0
103,Ge1,1.0
104,Ar1,1.0
104,Ar0.9 Hg0.1,0.0
104,Ar0.8 Hg0.2,0.0
104,Ar0.7 Hg0.3,0.0
104,Ar0.6 Hg0.4,0.0
104,Ar0.5 Hg0.5,0.0
104,Ar0.4 Hg0.6,0.0
104,Ar0.3 Hg0.7,0.0
104,Ar0.2 Hg0.8,0.0
104,Ar0.1 Hg0.9,0.0
104,Hg1,1.0
105,Ar1,1.0
105,Ar0.9 Li0.1,0.0
105,Ar0.8 Li0.2,0.0
105,Ar0.7 Li0.3,0.0
105,Ar0.6 Li0.4,0.0
105,Ar0.5 Li0.5,0.0
105,Ar0.4 Li0.6,0.0
105,Ar0.3 Li0.7,0.0
105,Ar0.2 Li0.8,0.0
105,Ar0.1 Li0.9,0.0
105,Li1,1.0
106,Ar1,1.0
106,Ar0.9 Lu0.1,0.0
106,Ar0.8 Lu0.2,0.0
106,Ar0.7 Lu0.3,0.0
106,Ar0.6 Lu0.4,0.0
106,Ar0.5 Lu0.5,0.0
106,Ar0.4 Lu0.6,0.0
106,Ar0.3 Lu0.7,0.0
106,Ar0.2 Lu0.8,0.0
106,Ar0.1 Lu0.9,0.0
106,Lu1,1.0
107,Ar1,1.0
107,Ar0.9 Nb0.1,0.0
107,Ar0.8 Nb0.2,0.0
107,Ar0.7 Nb0.3,0.0
107,Ar0.6 Nb0.4,0.0
107,Ar0.5 Nb0.5,0.0
107,Ar0.4 Nb0.6,0.0
107,Ar0.3 Nb0.7,0.0
107,Ar0.2 Nb0.8,0.0
107,Ar0.1 Nb0.9,0.0
107,Nb1,1.0
108,Ar1,1.0
108,Ar0.9 Ni0.1,0.0
108,Ar0.8 Ni0.2,0.0
108,Ar0.7 Ni0.3,0.0
108,Ar0.6 Ni0.4,0.0
108,Ar0.5 Ni0.5,0.0
108,Ar0.4 Ni0.6,0.0
108,Ar0.3 Ni0.7,0.0
108,Ar0.2 Ni0.8,0.0
108,Ar0.1 Ni0.9,0.0
108,Ni1,1.0
109,Ar1,1.0
109,Ar0.9 Np0.1,0.0
109,Ar0.8 Np0.2,0.0
109,Ar0.7 Np0.3,0.0
109,Ar0.6 Np0.4,0.0
109,Ar0.5 Np0.5,0.0
109,Ar0.4 Np0.6,0.0
109,Ar0.3 Np0.7,0.0
109,Ar0.2 Np0.8,0.0
109,Ar0.1 Np0.9,0.0
109,Np1,1.0
110,Ar1,1.0
110,Ar0.9 Pb0.1,0.0
110,Ar0.8 Pb0.2,0.0
110,Ar0.7 Pb0.3,0.0
110,Ar0.6 Pb0.4,0.0
110,Ar0.5 Pb0.5,0.0
110,Ar0.4 Pb0.6,0.0
110,Ar0.3 Pb0.7,0.0
110,Ar0.2 Pb0.8,0.0
110,Ar0.1 Pb0.9,0.0
110,Pb1,1.0
111,Ar1,1.0
111,Ar0.9 Pd0.1,0.0
111,Ar0.8 Pd0.2,0.0
111,Ar0.7 Pd0.3,0.0
111,Ar0.6 Pd0.4,0.0
111,Ar0.5 Pd0.5,0.0
111,Ar0.4 Pd0.6,0.0
111,Ar0.3 Pd0.7,0.0
111,Ar0.2 Pd0.8,0.0
111,Ar0.1 Pd0.9,0.0
111,Pd1,1.0
112,Ar1,1.0
112,Ar0.9 Rb0.1,0.0
112,Ar0.8 Rb0.2,0.0
112,Ar0.7 Rb0.3,0.0
112,Ar0.6 Rb0.4,0.0
112,Ar0.5 Rb0.5,0.0
112,Ar0.4 Rb0.6,0.0
112,Ar0.3 Rb0.7,0.0
112,Ar0.2 Rb0.8,0.0
112,Ar0.1 Rb0.9,0.0
112,Rb1,1.0
113,Ar1,1.0
113,Ar0.9 Re0.1,0.0
113,Ar0.8 Re0.2,0.0
113,Ar0.7 Re0.3,0.0
113,Ar0.6 Re0.4,0.0
113,Ar0.5 Re0.5,0.0
113,Ar0.4 Re0.6,0.0
113,Ar0.3 Re0.7,0.0
113,Ar0.2 Re0.8,0.0
113,Ar0.1 Re0.9,0.0
113,Re1,1.0
114,Ar1,1.0
114,Ar0.9 Rh0.1,0.0
114,Ar0.8 Rh0.2,0.0
114,Ar0.7 Rh0.3,0.0
114,Ar0.6 Rh0.4,0.0
114,Ar0.5 Rh0.5,0.0
114,Ar0.4 Rh0.6,0.0
114,Ar0.3 Rh0.7,0.0
114,Ar0.2 Rh0.8,0.0
114,Ar0.1 Rh0.9,0.0
114,Rh1,1.0
115,Ar1,1.0
115,Ar0.9 S0.1,0.0
115,Ar0.8 S0.2,0.0
115,Ar0.7 S0.3,0.0
115,Ar0.6 S0.4,0.0
115,Ar0.5 S0.5,0.0
115,Ar0.4 S0.6,0.0
115,Ar0.3 S0.7,0.0
115,Ar0.2 S0.8,0.0
115,Ar0.1 S0.9,0.0
115,S1,1.0
116,Ar1,1.0
116,Ar0.9 Se0.1,0.0
116,Ar0.8 Se0.2,0.0
116,Ar0.7 Se0.3,0.0
116,Ar0.6 Se0.4,0.0
116,Ar0.5 Se0.5,0.0
116,Ar0.4 Se0.6,0.0
116,Ar0.3 Se0.7,0.0
116,Ar0.2 Se0.8,0.0
116,Ar0.1 Se0.9,0.0
116,Se1,1.0
117,Ar1,1.0
117,Ar0.9 Si0.1,0.0
117,Ar0.8 Si0.2,0.0
117,Ar0.7 Si0.3,0.0
117,Ar0.6 Si0.4,0.0
117,Ar0.5 Si0.5,0.0
117,Ar0.4 Si0.6,0.0
117,Ar0.3 Si0.7,0.0
117,Ar0.2 Si0.8,0.0
117,Ar0.1 Si0.9,0.0
117,Si1,1.0
118,Ar1,1.0
118,Ar0.9 Sm0.1,0.0
118,Ar0.8 Sm0.2,0.0
118,Ar0.7 Sm0.3,0.0
118,Ar0.6 Sm0.4,0.0
118,Ar0.5 Sm0.5,0.0
118,Ar0.4 Sm0.6,0.0
118,Ar0.3 Sm0.7,0.0
118,Ar0.2 Sm0.8,0.0
118,Ar0.1 Sm0.9,0.0
118,Sm1,1.0
119,Ar1,1.0
119,Ar0.9 Sn0.1,0.0
119,Ar0.8 Sn0.2,0.0
119,Ar0.7 Sn0.3,0.0
119,Ar0.6 Sn0.4,0.0
119,Ar0.5 Sn0.5,0.0
119,Ar0.4 Sn0.6,0.0
119,Ar0.3 Sn0.7,0.0
119,Ar0.2 Sn0.8,0.0
119,Ar0.1 Sn0.9,0.0
119,Sn1,1.0
120,Ar1,1.0
120,Ar0.9 Sr0.1,0.0
120,Ar0.8 Sr0.2,0.0
120,Ar0.7 Sr0.3,0.0
120,Ar0.6 Sr0.4,0.0
120,Ar0.5 Sr0.5,0.0
120,Ar0.4 Sr0.6,0.0
120,Ar0.3 Sr0.7,0.0
120,Ar0.2 Sr0.8,0.0
120,Ar0.1 Sr0.9,0.0
120,Sr1,1.0
121,Ar1,1.0
121,Ar0.9 Te0.1,0.0
121,Ar0.8 Te0.2,0.0
121,Ar0.7 Te0.3,0.0
121,Ar0.6 Te0.4,0.0
121,Ar0.5 Te0.5,0.0
121,Ar0.4 Te0.6,0.0
121,Ar0.3 Te0.7,0.0
121,Ar0.2 Te0.8,0.0
121,Ar0.1 Te0.9,0.0
121,Te1,1.0
122,Ar1,1.0
122,Ar0.9 Th0.1,0.0
122,Ar0.8 Th0.2,0.0
122,Ar0.7 Th0.3,0.0
122,Ar0.6 Th0.4,0.0
122,Ar0.5 Th0.5,0.0
122,Ar0.4 Th0.6,0.0
122,Ar0.3 Th0.7,0.0
122,Ar0.2 Th0.8,0.0
122,Ar0.1 Th0.9,0.0
122,Th1,1.0
123,Ar1,1.0
123,Ar0.9 Tl0.1,0.0
123,Ar0.8 Tl0.2,0.0
123,Ar0.7 Tl0.3,0.0
123,Ar0.6 Tl0.4,0.0
123,Ar0.5 Tl0.5,0.0
123,Ar0.4 Tl0.6,0.0
123,Ar0.3 Tl0.7,0.0
123,Ar0.2 Tl0.8,0.0
123,Ar0.1 Tl0.9,0.0
123,Tl1,1.0
124,Ar1,1.0
124,Ar0.9 U0.1,0.0
124,Ar0.8 U0.2,0.0
124,Ar0.7 U0.3,0.0
124,Ar0.6 U0.4,0.0
124,Ar0.5 U0.5,0.0
124,Ar0.4 U0.6,0.0
124,Ar0.3 U0.7,0.0
124,Ar0.2 U0.8,0.0
124,Ar0.1 U0.9,0.0
124,U1,1.0
125,Ar1,1.0
125,Ar0.9 V0.1,0.0
125,Ar0.8 V0.2,0.0
125,Ar0.7 V0.3,0.0
125,Ar0.6 V0.4,0.0
125,Ar0.5 V0.5,0.0
125,Ar0.4 V0.6,0.0
125,Ar0.3 V0.7,0.0
125,Ar0.2 V0.8,0.0
125,Ar0.1 V0.9,0.0
125,V1,1.0
126,Ar1,1.0
126,Ar0.9 Yb0.1,0.0
126,Ar0.8 Yb0.2,0.0
126,Ar0.7 Yb0.3,0.0
126,Ar0.6 Yb0.4,0.0
126,Ar0.5 Yb0.5,0.0
126,Ar0.4 Yb0.6,0.0
126,Ar0.3 Yb0.7,0.0
126,Ar0.2 Yb0.8,0.0
126,Ar0.1 Yb0.9,0.0
126,Yb1,1.0
127,As1,1.0
127,Al0.1 As0.9,0.0
127,Al0.2 As0.8,0.0
127,Al0.3 As0.7,0.0
127,Al0.4 As0.6,0.0
127,Al0.5 As0.5,1.0
127,Al0.6 As0.4,0.0
127,Al0.7 As0.3,0.0
127,Al0.8 As0.2,0.0
127,Al0.9 As0.1,0.0
127,Al1,1.0
128,As1,1.0
128,Be0.1 As0.9,0.0
128,Be0.2 As0.8,0.0
128,Be0.3 As0.7,0.0
128,Be0.4 As0.6,0.0
128,Be0.5 As0.5,0.0
128,Be0.6 As0.4,0.0
128,Be0.7 As0.3,0.0
128,Be0.8 As0.2,0.0
128,Be0.9 As0.1,0.0
128,Be1,1.0
129,As1,1.0
129,As0.9 Br0.1,0.0
129,As0.8 Br0.2,0.0
129,As0.7 Br0.3,1.0
129,As0.6 Br0.4,0.0
129,As0.5 Br0.5,0.0
129,As0.4 Br0.6,0.0
129,As0.3 Br0.7,0.0
129,As0.2 Br0.8,0.0
129,As0.1 Br0.9,0.0
129,Br1,1.0
130,As1,1.0
130,Ca0.1 As0.9,0.0
130,Ca0.2 As0.8,0.0
130,Ca0.3 As0.7,0.0
130,Ca0.4 As0.6,1.0
130,Ca0.5 As0.5,1.0
130,Ca0.6 As0.4,1.0
130,Ca0.7 As0.3,0.0
130,Ca0.8 As0.2,1.0
130,Ca0.9 As0.1,0.0
130,Ca1,1.0
131,As1,1.0
131,Co0.1 As0.9,0.0
131,Co0.2 As0.8,0.0
131,Co0.3 As0.7,0.0
131,Co0.4 As0.6,0.0
131,Co0.5 As0.5,1.0
131,Co0.6 As0.4,0.0
131,Co0.7 As0.3,1.0
131,Co0.8 As0.2,1.0
131,Co0.9 As0.1,0.0
131,Co1,1.0
132,As1,1.0
132,Cs0.1 As0.9,0.0
132,Cs0.2 As0.8,0.0
132,Cs0.3 As0.7,1.0
132,Cs0.4 As0.6,0.0
132,Cs0.5 As0.5,0.0
132,Cs0.6 As0.4,1.0
132,Cs0.7 As0.3,1.0
132,Cs0.8 As0.2,1.0
132,Cs0.9 As0.1,0.0
132,Cs1,1.0
133,As1,1.0
133,Er0.1 As0.9,0.0
133,Er0.2 As0.8,0.0
133,Er0.3 As0.7,0.0
133,Er0.4 As0.6,0.0
133,Er0.5 As0.5,1.0
133,Er0.6 As0.4,0.0
133,Er0.7 As0.3,0.0
133,Er0.8 As0.2,0.0
133,Er0.9 As0.1,0.0
133,Er1,1.0
134,As1,1.0
134,Ga0.1 As0.9,0.0
134,Ga0.2 As0.8,0.0
134,Ga0.3 As0.7,0.0
134,Ga0.4 As0.6,0.0
134,Ga0.5 As0.5,1.0
134,Ga0.6 As0.4,0.0
134,Ga0.7 As0.3,0.0
134,Ga0.8 As0.2,0.0
134,Ga0.9 As0.1,0.0
134,Ga1,1.0
135,As1,1.0
135,Ho0.1 As0.9,0.0
135,Ho0.2 As0.8,0.0
135,Ho0.3 As0.7,0.0
135,Ho0.4 As0.6,0.0
135,Ho0.5 As0.5,1.0
135,Ho0.6 As0.4,0.0
135,Ho0.7 As0.3,0.0
135,Ho0.8 As0.2,0.0
135,Ho0.9 As0.1,0.0
135,Ho1,1.0
136,As1,1.0
136,In0.1 As0.9,0.0
136,In0.2 As0.8,0.0
136,In0.3 As0.7,0.0
136,In0.4 As0.6,0.0
136,In0.5 As0.5,1.0
136,In0.6 As0.4,0.0
136,In0.7 As0.3,0.0
136,In0.8 As0.2,0.0
136,In0.9 As0.1,0.0
136,In1,1.0
137,As1,1.0
137,Mg0.1 As0.9,0.0
137,Mg0.2 As0.8,0.0
137,Mg0.3 As0.7,0.0
137,Mg0.4 As0.6,1.0
137,Mg0.5 As0.5,0.0
137,Mg0.6 As0.4,0.0
137,Mg0.7 As0.3,0.0
137,Mg0.8 As0.2,1.0
137,Mg0.9 As0.1,0.0
137,Mg1,1.0
138,As1,1.0
138,Mn0.1 As0.9,0.0
138,Mn0.2 As0.8,0.0
138,Mn0.3 As0.7,0.0
138,Mn0.4 As0.6,0.0
138,Mn0.5 As0.5,1.0
138,Mn0.6 As0.4,0.0
138,Mn0.7 As0.3,0.0
138,Mn0.8 As0.2,0.0
138,Mn0.9 As0.1,0.0
138,Mn1,1.0
139,As1,1.0
139,Mo0.1 As0.9,0.0
139,Mo0.2 As0.8,0.0
139,Mo0.3 As0.7,0.0
139,Mo0.4 As0.6,1.0
139,Mo0.5 As0.5,0.0
139,Mo0.6 As0.4,1.0
139,Mo0.7 As0.3,1.0
139,Mo0.8 As0.2,0.0
139,Mo0.9 As0.1,0.0
139,Mo1,1.0
140,As1,1.0
140,Nb0.1 As0.9,0.0
140,Nb0.2 As0.8,0.0
140,Nb0.3 As0.7,1.0
140,Nb0.4 As0.6,1.0
140,Nb0.5 As0.5,1.0
140,Nb0.6 As0.4,0.0
140,Nb0.7 As0.3,1.0
140,Nb0.8 As0.2,0.0
140,Nb0.9 As0.1,0.0
140,Nb1,1.0
141,As1,1.0
141,Ni0.1 As0.9,0.0
141,Ni0.2 As0.8,0.0
141,Ni0.3 As0.7,1.0
141,Ni0.4 As0.6,1.0
141,Ni0.5 As0.5,0.0
141,Ni0.6 As0.4,0.0
141,Ni0.7 As0.3,1.0
141,Ni0.8 As0.2,0.0
141,Ni0.9 As0.1,0.0
141,Ni1,1.0
142,As1,1.0
142,Np0.1 As0.9,0.0
142,Np0.2 As0.8,0.0
142,Np0.3 As0.7,0.0
142,Np0.4 As0.6,0.0
142,Np0.5 As0.5,1.0
142,Np0.6 As0.4,1.0
142,Np0.7 As0.3,1.0
142,Np0.8 As0.2,0.0
142,Np0.9 As0.1,0.0
142,Np1,1.0
143,As1,1.0
143,As0.9 P0.1,0.0
143,As0.8 P0.2,0.0
143,As0.7 P0.3,0.0
143,As0.6 P0.4,0.0
143,As0.5 P0.5,0.0
143,As0.4 P0.6,0.0
143,As0.3 P0.7,0.0
143,As0.2 P0.8,0.0
143,As0.1 P0.9,0.0
143,P1,1.0
144,As1,1.0
144,As0.9 Pb0.1,0.0
144,As0.8 Pb0.2,0.0
144,As0.7 Pb0.3,0.0
144,As0.6 Pb0.4,0.0
144,As0.5 Pb0.5,0.0
144,As0.4 Pb0.6,0.0
144,As0.3 Pb0.7,0.0
144,As0.2 Pb0.8,0.0
144,As0.1 Pb0.9,0.0
144,Pb1,1.0
145,As1,1.0
